Gene,Glucose
pgl,0.108510833
pgm,0.130158297
pheA,0.113258321
pheP,0.007610496
pheS,0.31024372
pheT,0.728268877
phnA,0.001846987
phnB,0.000726294
phnO,0.00935116
phnP,0.002358039
phoB,0.00032324
phoP,0.125633625
phoQ,0.001105391
phoU,0.015375794
pitA,0.018461843
pldA,0.001172084
pliG,0.011975764
plsB,0.029179865
plsC,0.00194655
plsX,0.003261704
plsY,8.76742E-06
pmbA,0.103929577
pmrD,5.93077E-05
pncA,0.001323817
pncB,0.04513059
pncC,0.002528992
pnp,0.405672379
pntA,0.17565986
pntB,0.240596007
pnuC,0.002683435
polA,0.075239222
potA,0.017778871
potC,0.001468551
potD,0.215404185
potF,0.205185784
potG,0.003033729
poxA,0.002173667
poxB,0.026504432
ppa,0.272760271
ppc,0.597080301
ppiA,0.08727562
ppiB,0.069372324
ppiC,0.018435281
ppiD,0.119485008
ppk,0.008058249
ppsA,0.167942553
ppsR,0.015142434
pptA,0.003710897
ppx,0.002966793
pqiB,0.000106423
pqqL,0.001415116
prc,0.064298599
preT,7.95421E-05
prfA,0.015507076
prfB,0.115074593
prfC,0.081489973
priA,0.000451407
priB,0.000173875
priC,0.000544059
prkB,0.009272528
prlC,0.172794232
prlF,0.001436303
prmA,0.010645904
prmB,0.081563558
proA,0.069890161
proB,0.044046456
proC,0.025605222
proP,0.024420308
proQ,0.09954207
proS,0.456710834
proV,0.002108599
proW,0.001860872
proX,0.046969384
prpB,0.001214876
prpC,0.033609231
prpD,0.008358852
prr,0.02636353
prs,0.421555838
psd,0.096563788
psiF,0.00079514
pspA,0.039483462
pspB,0.004611659
pspE,0.00220994
pspF,0.001347029
pssA,0.025925769
pstB,0.00544521
pstS,0.018741984
psuG,0.000386772
pta,0.147044234
pth,0.025616196
ptrA,0.008698882
ptrB,5.88901E-05
ptsG,0.233294796
ptsH,0.375332019
ptsI,1.07119436
ptsN,0.025648705
ptsP,0.005867834
purA,0.538994017
purB,0.16528709
purC,0.366539844
purD,0.161189852
purE,0.106422049
purF,0.072219526
purH,0.259466424
purK,0.014865836
purL,0.576307595
purM,0.155534604
purN,0.017686155
purR,0.05233202
purT,0.167427217
purU,0.122051936
putA,0.030632063
putP,0.006951772
puuA,0.010775828
puuC,0.010247271
puuD,0.005286236
puuE,0.003074285
puuR,0.003700493
pykA,0.162057914
pykF,0.749138038
pyrB,0.507526316
pyrC,0.288876483
pyrD,0.094235693
pyrE,0.000870286
pyrF,0.065838655
pyrG,0.096171116
pyrH,0.030558805
pyrI,0.541399301
qmcA,0.000519157
qorA,0.050835721
qorB,0.013244617
qseB,0.002879395
queA,0.02717579
queC,0.012967358
queD,0.006453737
queE,0.007985137
queF,0.00318255
racR,0.004871028
radA,0.003209072
raiA,0.045625624
rapA,0.015293683
rarA,0.000429646
ratB,0.002265661
ravA,0.003074499
rbfA,0.038545243
rbn,0.000396836
rbsA,0.001657796
rbsB,0.258631329
rbsC,0.000348476
rbsD,0.004488109
rbsK,0.003510023
rclA,0.001451372
rcnB,0.009180958
rcnR,0.008290965
rcsB,0.108677794
rcsC,0.000260807
rcsD,0.00542038
rcsF,0.018277212
rdgB,0.023610528
rdgC,0.03163404
rdoA,0.003621228
recA,0.095392399
recB,0.00896792
recC,0.000225108
recD,4.0656E-05
recF,0.002286707
recG,0.000317288
recJ,0.000535361
recN,6.6347E-07
recR,0.002768893
relA,0.008947442
relB,0.002681183
rep,0.000889694
rfaC,0.003654416
rfaF,0.012265216
rfaG,0.003456471
rfaH,0.001698069
rfaL,0.000643863
rfaY,0.000193635
rfbB,0.067907965
rfbC,0.008892171
rfbD,0.041287936
rffA,0.005457968
rffC,0.001164026
rffG,0.002717274
rhlB,0.038842279
rhlE,0.002035133
rho,0.252859426
ribA,0.011244972
ribB,0.014360644
ribC,0.029012644
ribD,0.012978919
ribE,0.196595464
ribF,0.009216222
ridA,0.20896885
rihA,0.008047407
rihC,0.002286277
rimI,0.001234712
rimJ,0.006482826
rimK,0.002663224
rimL,0.002554201
rimM,0.026495475
rimO,0.026781994
rimP,0.016801073
rlmA,0.000664429
rlmB,0.020745529
rlmD,0.000136114
rlmE,0.008371295
rlmF,0.001278511
rlmG,4.63821E-06
rlmH,0.001623764
rlmI,0.012683575
rlmJ,0.016004988
rlmL,0.013323495
rlmM,0.008467938
rlmN,0.015350137
rlpA,0.018081136
rluA,0.004870904
rluB,0.006174153
rluC,0.009090665
rluD,0.024060849
rluF,0.00086491
rmf,0.00126127
rmlA,0.034446443
rmlA,0.001442466
rmuC,4.82981E-05
rna,0.002477604
rnb,0.151591029
rnc,0.027696175
rnd,0.000146843
rne,0.166254597
rng,0.007806215
rnhA,0.000690418
rnhB,0.003244821
rnk,0.010760283
rnpA,0.002980774
rnr,0.038298086
rnt,0.009235997
rob,0.005609645
rodZ,0.092648054
rof,0.011590019
rpe,0.021339349
rph,0.000220338
rpiA,0.104556915
rpiB,0.000919853
rpiR,0.003113309
rplA,1.168833155
rplB,0.702790642
rplC,0.608670346
rplD,0.77214684
rplE,1.069364553
rplF,0.567395911
rplI,0.911969584
rplJ,1.011476858
rplK,0.274662928
rplL,1.257207321
rplM,0.83619874
rplN,0.159287058
rplO,0.173466626
rplP,0.838772985
rplQ,0.438011176
rplR,0.130056252
rplS,0.119774013
rplT,0.080006825
rplU,0.140986072
rplV,1.007257833
rplW,0.034831774
rplX,0.934223629
rplY,0.357440077
rpmA,0.352195853
rpmB,0.146107079
rpmC,0.637413303
rpmD,0.089832876
rpmE,0.106086105
rpmE,4.16317E-05
rpmF,0.284153693
rpmG,0.294802825
rpmH,0.129622222
rpmI,0.001033673
rpmJ,0.001085864
rpoA,0.882686151
rpoB,0.989140834
rpoC,0.715353339
rpoD,0.075540643
rpoE,0.01398641
rpoN,0.026683388
rpoS,0.013819635
rpoZ,0.15456548
rppH,0.001810582
rpsA,2.414541096
rpsB,1.293115801
rpsC,0.687373871
rpsD,0.529602888
rpsE,0.526526458
rpsF,0.454276079
rpsG,1.793088472
rpsH,0.518647285
rpsI,0.21722145
rpsJ,0.773778411
rpsK,0.247100656
rpsL,0.052860205
rpsM,0.509058365
rpsN,0.193388581
rpsO,0.563239375
rpsP,0.990678321
rpsQ,0.067194853
rpsR,0.378269328
rpsS,0.328443421
rpsT,0.462674069
rpsU,0.399549526
rraA,0.044864758
rraB,0.050152489
rsd,0.00722417
rseA,0.001765946
rseB,0.005412969
rseP,0.000541316
rsfS,0.001321365
rsgA,0.024342333
rsmA,0.012746071
rsmB,0.004686478
rsmC,0.041522544
rsmD,0.00178357
rsmE,0.006103357
rsmF,0.003724066
rsmG,0.015893016
rsmH,0.021607798
rsmI,0.019893048
rsmJ,0.001549641
rspA,7.24068E-05
rspB,5.93035E-05
rssA,0.004577745
rssB,0.000832545
rstA,0.010759135
rstB,0.000472871
rsuA,0.064762387
rsxC,0.001364725
rsxG,0.003278711
rtn,7.28251E-05
rumB,0.000273666
ruvA,0.003684798
ruvB,0.01447023
sad,0.001412997
sapA,0.002012302
sapD,0.001460732
sapF,0.001514749
sbcB,1.82445E-05
sbcC,0.001381933
sbcD,0.000790707
sbmA,0.000338526
sbp,0.082506126
sdaA,0.00028757
sdaB,0.003031943
sdaC,0.005137617
sdhA,0.222578431
sdhB,0.11016028
sdhC,0.020383553
sdhD,0.000626122
sdiA,0.000365099
secA,0.119564273
secB,0.47932185
secD,0.047521921
secE,0.003435672
secF,0.027265826
secG,0.046602543
secY,0.052385995
selA,0.01518655
selB,0.005562062
selD,0.043103324
selU,0.000762313
seqA,0.045710553
serA,0.831966774
serB,0.010948658
serC,1.197722946
serS,0.203008196
sfsA,0.001870075
sgbH,0.001781606
sgcA,0.000228172
sgcB,0.002380188
sgcQ,4.99333E-05
sgcX,0.000327821
shiA,0.002699498
sixA,0.001751913
skp,0.241149443
slmA,0.005739977
slp,0.019188575
slt,0.009741547
slyA,0.02128668
slyB,0.365046428
slyD,0.680482932
slyX,0.003832153
smpB,0.01000697
smtA,0.000525798
sodA,0.829577076
sodB,0.148551142
sodC,0.010130636
sohB,0.026998091
solA,0.055171644
soxR,2.27339E-05
speA,0.158742561
speB,0.071423944
speC,0.011287217
speD,0.089709174
speE,0.055735799
speG,0.00327513
spoT,0.001819111
sppA,0.005867737
spy,0.012789949
sra,0.029139849
srlB,0.000209538
srlD,0.000204216
srlE,1.31201E-05
srlR,0.000570681
srmB,0.024905776
ssb,0.11362279
sseA,0.041969551
sseB,0.020734059
sspA,0.190147633
sspB,0.010685731
sstT,0.004162252
sthA,0.038023079
stpA,0.174578157
sucA,0.297369472
sucB,0.38343607
sucC,0.4266132
sucD,0.341943746
sufA,0.008716269
sufB,0.024171991
sufC,0.028706706
sufD,0.019552877
sufE,0.000122898
sufS,0.037426997
suhB,0.069604572
surA,0.121891338
surE,0.007167356
syd,0.002644752
tabA,0.443256183
tadA,0.000818929
talA,0.085535739
talB,0.620913053
tam,0.004644972
tamA,0.003878901
tamB,0.000677838
tar,0.00015064
tas,0.015502696
tatA,0.039650735
tatB,0.019775551
tatC,0.010210911
tatD,0.000494352
tatE,0.000519198
tauA,0.00029408
tauD,0.000103454
tdcE,0.00434597
tdh,0.011165815
tdk,0.003571408
tehB,0.008383975
tesA,0.006584186
tesB,0.012670472
tgt,0.059779404
thiB,0.001108439
thiD,0.001324105
thiI,0.018013806
thiL,0.005966877
thiM,0.000157655
thrA,0.843307093
thrB,0.033130711
thrC,1.141736241
thrS,0.115300451
thyA,0.019340414
tig,1.992947335
tilS,6.34462E-05
tktA,0.465231046
tktB,0.091318073
tldD,0.031640648
tmk,0.008026141
tnaA,0.053687195
tnaB,0.000758464
tolA,0.004758455
tolB,0.128828765
tolC,0.435463729
tolQ,0.011360611
tolR,0.004432087
tonB,0.004663916
topA,0.057291423
topB,4.41479E-05
torR,4.27296E-05
tpiA,0.332713039
tpx,0.730164595
treA,0.0069517
treB,0.001245801
treC,0.000407727
treF,0.001177503
treR,0.000271222
trg,1.87541E-05
trkA,0.003548636
trmA,0.006000927
trmB,0.020069286
trmD,0.005726772
trmH,0.001030615
trmJ,0.011572135
trmL,0.001169971
trpA,0.209001509
trpB,0.383362002
trpC,0.065820916
trpE,0.103965142
trpG,0.096744198
trpR,0.003422264
trpS,0.112890967
truA,0.002291668
truB,0.004462306
truC,0.002466218
truD,0.015136882
trxA,0.409870501
trxB,0.254917608
trxC,0.006627973
tsaA,0.002836911
tsaB,0.004389811
tsaC,0.014258303
tsaD,0.011885476
tsaE,0.0255416
tsf,1.002675597
tsr,7.78454E-06
tsx,0.074032695
ttcA,0.004588183
tufA,18.12579004
tus,0.001080283
tusA,0.004121085
tusB,0.003268063
tusC,0.000464774
tusD,0.000556838
tusE,0.009904481
typA,0.336696329
tyrA,0.098751159
tyrB,0.127806289
tyrR,0.01265537
tyrS,0.179559835
ubiB,0.000331105
ubiC,0.00480673
ubiD,0.022546958
ubiE,0.043259381
ubiF,0.002211229
ubiG,0.058780663
ubiH,0.004435629
ubiI,0.001228896
ubiX,0.002144743
ucpA,0.005624504
udk,0.00777118
udp,0.077744244
ugd,0.000717547
ugpB,0.009077677
ugpC,0.001880714
ugpQ,0.008847671
uhpA,0.001367185
uhpT,6.55687E-05
uidA,0.000147197
uidR,0.005012461
ulaB,0.000509847
ulaR,0.001422552
ung,0.004816532
upp,0.870762307
uppS,0.001481238
usg,0.02750178
ushA,0.036674829
uspA,0.999225082
uspC,0.006741668
uspD,0.008640785
uspE,0.085594597
uspF,0.036590127
uspG,0.031002348
uup,0.018596061
uvrA,0.02192321
uvrB,0.016951551
uvrC,7.51645E-05
uvrD,0.004169921
uvrY,0.004866106
uxaB,0.000212073
uxaC,0.012800122
uxuA,0.029364566
uxuB,0.001733741
uxuR,0.000381581
valS,0.308665334
vsr,0.000388685
waaA,0.002414288
waaU,0.000180681
wbbI,0.049440691
wbbJ,0.001481101
wbbK,0.004402578
wbbL,0.000166615
wecA,8.35839E-05
wecB,0.008156639
wecC,0.00842132
wecF,0.000332802
wecG,0.001367447
wrbA,0.183393391
wzc,5.93725E-07
wzzB,0.099008236
wzzE,0.00915384
xdhB,0.00047383
xdhC,5.55962E-05
xerC,0.000870709
xerD,0.000571344
xseA,0.002975969
xseB,0.013647813
xthA,0.03380258
xylA,0.021460743
xylB,0.004193114
xylE,7.6281E-05
xylF,0.005572733
xylG,8.70396E-05
xylH,4.34123E-06
xylR,9.04166E-05
yaaA,0.039422118
yacC,0.001398615
yacG,0.001144041
yacL,0.003941797
yadG,0.015640357
yaeH,0.042727735
yaeP,0.017900385
yaeQ,6.69265E-05
yaeR,0.003332078
yafC,0.000443325
yafJ,0.002807541
yafK,0.003735781
yafN,0.000325752
yafV,0.010493803
yagE,0.002313584
yagH,0.002487425
yagI,0.001705601
yagU,0.024780649
yahG,8.54001E-05
yahJ,0.000183729
yahK,0.092842153
yahO,0.066041754
yaiA,0.004258716
yaiE,0.022802976
yaiI,0.001376608
yaiL,0.002901081
yaiW,4.48639E-05
yajC,0.098892852
yajD,0.002280731
yajG,0.158808098
yajI,0.006214548
yajL,0.012733126
yajO,0.028068472
yajQ,0.305863318
ybaA,0.001661866
ybaB,0.136971093
ybaK,0.014710276
ybaL,0.008509273
ybaQ,0.000877977
ybaV,0.00086461
ybaY,0.149060973
ybbA,0.001209874
ybbN,0.141941696
ybbO,0.001921245
ybbP,0.001567644
ybcH,0.000274303
ybcJ,0.00499184
ybcL,0.000314516
ybdD,9.84838E-06
ybdF,0.004113139
ybdH,0.047156074
ybdK,0.003679658
ybdL,0.004012264
ybdR,0.001381877
ybdZ,0.001453843
ybeD,0.067238502
ybeL,0.016844033
ybeY,0.000407742
ybeZ,0.04753475
ybfE,0.000659622
ybfF,0.00960738
ybgA,4.9267E-07
ybgC,0.004984736
ybgF,0.064830436
ybgI,0.192995253
ybgJ,0.005190878
ybgK,0.000588066
ybgL,2.11535E-05
ybgS,0.007210576
ybhA,0.017643679
ybhB,0.008947943
ybhC,0.105275268
ybhG,0.004902445
ybhK,0.000216575
ybhL,0.002806249
ybhP,0.000441779
ybiB,0.041639186
ybiC,0.10542416
ybiI,5.03557E-05
ybiJ,0.001068507
ybiP,3.2553E-05
ybiS,0.191760906
ybiT,0.034037518
ybiU,0.00438504
ybiV,0.006833637
ybiX,0.000607174
ybjD,1.90255E-05
ybjI,0.001345315
ybjL,7.76686E-07
ybjN,0.003256048
ybjP,0.042302876
ybjQ,0.001646413
ybjS,0.001010694
ybjT,0.000173913
ybjX,0.000169847
ycaC,0.07215193
ycaK,0.001717175
ycaO,0.047602224
ycaP,0.000189637
ycaR,0.022229209
ycbB,0.007335179
ycbL,0.033208626
ycbX,0.014280249
ycbZ,0.004209409
yccF,0.007222185
yccJ,0.036208714
yccU,0.045015366
yccX,0.002012154
ycdB,0.000810179
ycdX,0.010666168
ycdY,0.023309657
yceA,0.004436796
yceB,0.012681669
yceD,0.037551078
yceF,0.08417084
yceG,0.000811424
yceH,0.03438481
yceI,0.072621245
yceM,0.002191753
ycfD,0.057957193
ycfH,0.002129907
ycfJ,0.001623986
ycfP,0.027898712
ycfS,0.001158079
ycgB,0.000470678
ycgE,9.0881E-05
ycgJ,0.000485383
ycgL,0.00237276
ycgM,0.00404834
ychF,0.18173353
ychH,6.85867E-06
ychJ,0.000202046
ychN,0.042514293
yciA,0.001580304
yciB,0.000129948
yciC,0.000449562
yciE,0.009714777
yciF,0.008321235
yciG,0.000633196
yciH,0.001918332
yciI,0.037158961
yciK,0.014784148
yciM,0.001003113
yciN,0.010566105
yciO,0.027170495
yciS,0.001098172
yciT,0.003762825
yciU,0.002946397
yciW,0.004923454
yciX,0.001096206
yciZ,0.000147333
ycjF,0.001256453
ycjG,0.005889683
ycjW,0.001760924
ycjX,0.002681425
ycjY,0.002677905
ydaL,0.002020136
ydaM,0.000262613
ydbC,0.021057461
ydbK,0.013992003
ydbL,0.000170431
ydcF,0.011845233
ydcH,1.10586E-05
ydcI,0.007361277
ydcJ,0.003604307
ydcL,0.059531883
ydcN,0.000477583
ydcP,0.003284255
ydcS,0.005780177
ydcT,0.001473748
ydcY,0.00553664
yddB,0.000212256
yddE,0.006806545
yddH,0.00033816
yddM,0.00119944
ydeH,5.56072E-05
ydeI,0.002569164
ydeJ,0.000365617
ydeN,0.001417801
ydeP,0.000894708
ydeQ,0.000211767
ydfG,0.085456701
ydfH,0.00421553
ydfW,0.002471993
ydfZ,0.000213915
ydgA,0.11019891
ydgD,0.000713972
ydgH,0.15345236
ydgJ,0.003336642
ydhF,0.016534048
ydhO,1.56551E-05
ydhQ,0.006043774
ydhR,0.054469379
ydhS,0.004256398
ydhZ,0.00096962
ydiE,7.05614E-06
ydiH,0.006847136
ydiI,0.007756824
ydiJ,0.043422795
ydiU,0.006299152
ydiY,0.000112953
ydiZ,0.00224206
ydjA,0.066961651
ydjF,0.001062431
ydjN,0.179977818
ydjY,5.36402E-05
yeaC,0.001346848
yeaD,0.117122641
yeaE,0.001526732
yeaG,0.064086101
yeaH,0.001666519
yeaJ,9.22727E-05
yeaK,0.012969522
yeaO,0.004893566
yeaP,0.000163533
yeaR,4.19967E-05
yeaY,0.002548188
yebC,0.03471794
yebE,0.018859622
yebF,0.036864375
yebG,0.005263931
yebO,0.007879801
yebT,0.001598845
yebV,0.019843516
yebY,0.028570779
yecA,0.033324439
yecC,0.017232268
yecD,0.000613205
yecE,2.05572E-05
yecF,0.00353615
yecH,4.69978E-05
yecJ,0.006953223
yecM,0.009884788
yecS,0.005424199
yedD,0.04136416
yedE,0.001715715
yedF,0.00982227
yedJ,7.19162E-05
yedK,7.2432E-05
yedP,0.001992418
yedQ,0.000700766
yedV,0.000590089
yedW,0.00040592
yedY,0.001230285
yeeD,0.045963541
yeeE,0.000221087
yeeN,0.089989399
yeeX,0.429354441
yeeZ,0.016091095
yefM,0.001247933
yegD,0.001770819
yegH,0.002127364
yegP,0.007695914
yegQ,0.022490301
yegS,0.002215477
yegW,0.003033751
yehS,0.000984264
yehT,7.89169E-05
yehU,7.45775E-07
yehX,0.006727319
yeiE,0.006631336
yeiG,0.006697922
yeiP,0.125643234
yeiQ,4.3851E-05
yeiR,0.003265522
yeiU,0.000757648
yejA,0.001196438
yejG,0.001969306
yejK,0.052237977
yejL,0.004100649
yejM,0.002681227
yfaY,0.009418289
yfaZ,0.000106942
yfbR,0.002207748
yfbT,0.046534031
yfbU,0.03989136
yfcD,0.047946919
yfcE,0.030246786
yfcF,0.007705184
yfcG,0.00082641
yfcH,0.005159126
yfcL,0.007461476
yfcN,0.002588678
yfcR,0.003078285
yfcZ,0.0328329
yfdC,0.000671838
yfdH,0.000201213
yfdI,0.009706997
yfeA,0.000146356
yfeC,0.000244283
yfeD,0.000359057
yfeW,0.001138515
yfeX,0.026794074
yfeY,0.001949012
yffB,0.000284144
yffR,0.001288431
yffS,0.002283059
yfgD,0.049837664
yfgJ,8.59024E-05
yfgM,0.037254638
yfhA,0.000760827
yfhG,0.000432985
yfhH,0.002245507
yfhM,0.008685769
yfiB,0.00011607
yfiC,0.001304089
yfiF,0.070554412
yfiH,0.000976975
yfiQ,0.002804377
yfjG,0.000959386
ygaC,0.000708138
ygaM,0.010193064
ygaP,0.014890311
ygaU,0.049435048
ygaV,0.00250317
ygbI,7.06237E-05
ygbM,0.000353599
ygbT,0.000117275
ygdG,0.000118514
ygdH,0.01680813
ygdI,0.019574783
ygdL,0.002261863
ygdR,5.7968E-05
ygeA,0.00017889
ygeR,0.000100866
ygeV,6.54711E-07
ygeW,0.000355861
ygeY,0.000743532
ygfA,0.001236431
ygfB,0.034242597
ygfF,0.000762802
ygfJ,0.001575247
ygfY,0.003320444
ygfZ,0.096391705
yggE,0.041880414
yggL,0.062339056
yggN,0.007476143
yggS,0.008886888
yggT,0.007450197
yggU,0.000791816
yggW,0.00010256
yggX,0.062526754
yghA,0.007809754
yghU,0.041331111
yghW,1.32964E-05
ygiB,0.004942247
ygiC,0.028806938
ygiD,0.009961698
ygiF,0.023067041
ygiM,0.01045003
ygiN,0.01165359
ygiQ,1.38886E-05
ygiS,0.00476997
ygiW,0.038751606
ygjP,1.72869E-05
ygjR,0.011184438
yhaJ,0.000282786
yhaK,0.00142323
yhaM,0.000514517
yhaV,0.000222853
yhbJ,0.012470347
yhbO,0.008999249
yhbS,0.019292095
yhbT,0.000189282
yhbW,0.006797378
yhbY,0.005025648
yhcB,0.135003737
yhcH,0.003644731
yhcN,0.000533529
yhcO,0.000626815
yhdE,0.007294362
yhdP,0.000167526
yheO,0.023240338
yheS,0.006674654
yheT,0.001175556
yheU,7.86566E-07
yheV,0.005716135
yhfA,0.010546924
yhfG,0.000268658
yhfZ,0.002156509
yhgF,0.023934289
yhhA,0.002959411
yhhK,0.000193467
yhhM,0.001349004
yhhW,0.003539949
yhhX,0.027268884
yhhY,0.000174363
yhiI,0.011506331
yhiN,0.003813733
yhjD,0.001583551
yhjE,0.036600035
yhjG,0.001983469
yhjJ,0.010727282
yhjK,0.000371449
yiaD,0.012670497
yiaF,0.072954533
yiaG,7.10976E-05
yiaJ,0.004680701
yiaO,0.000569213
yibA,0.00165033
yibF,0.023824561
yibL,0.034913844
yibN,0.035475222
yibQ,0.007369058
yibT,0.008502787
yicC,0.039074381
yicH,0.007203633
yicI,0.000109468
yicS,5.21346E-07
yidA,0.025164943
yidB,0.011681192
yidC,0.085911544
yidE,5.52161E-05
yidQ,0.009573522
yidR,0.008233105
yieF,0.056996624
yieH,0.000873506
yieP,0.006834786
yifE,0.123437891
yifK,0.00056189
yifL,0.032720528
yigA,0.000439769
yigB,0.011101476
yigI,0.003033594
yigL,0.042089756
yigP,0.001497786
yigZ,0.003887072
yihD,0.042738955
yihI,0.037118116
yihL,0.000262733
yihM,0.000749421
yihT,0.00102558
yihU,0.000314386
yihW,0.00185663
yihX,0.004920559
yiiD,0.008248787
yiiM,0.003099177
yiiQ,0.000419559
yiiS,0.006101275
yijO,9.32788E-05
yjaG,0.003740534
yjbB,0.000299224
yjbD,0.003345941
yjbJ,0.006259985
yjbQ,0.005185981
yjbR,0.009308281
yjcE,0.005578034
yjcO,0.005307445
yjdC,0.018908528
yjdI,0.00147606
yjeI,0.016294589
yjfN,7.33756E-05
yjfP,0.00727206
yjgA,0.00589092
yjgH,0.000373908
yjgM,0.003960265
yjgR,0.015651972
yjhC,0.000656798
yjhH,0.001425381
yjhU,0.00044364
yjiA,0.009744975
yjiM,8.82935E-06
yjiX,0.000311466
yjiY,0.00178948
yjjA,0.00606964
yjjG,0.002753575
yjjK,0.266365759
yjjU,0.000269141
yjjV,0.00102226
yjjX,0.012538953
ykgE,5.14515E-07
ykgG,0.000103302
ylaC,0.004389762
ylbA,0.001200428
yliI,8.70574E-05
ymbA,0.002889982
ymdB,0.002154792
ymdF,0.000160698
ymgA,0
ymgD,8.44641E-05
ymgG,0
ymjA,0.00470016
ynaE,0.000523405
ynaI,0.000150973
ynbE,0.000941691
yncD,0.000753833
yncE,0.221987605
ynfB,0.009820828
ynfD,2.21964E-05
ynfF,6.13414E-07
ynfL,0.000183575
ynhG,0.030898588
yniA,0.010459837
yniC,0.020942703
ynjB,0.001203231
ynjE,0.001342547
ynjH,0.0022942
yoaB,0.038385988
yoaC,0.000133844
yoaE,0.004363421
yoaF,9.46151E-05
yoaH,0.000913401
yobA,0.003996148
yodC,0.000246744
yodD,0.001175653
yohF,0.003201022
yojI,0.00024925
ypdB,0.000706191
ypeA,0.002209855
ypeB,0.000558202
ypfH,0.002099825
ypfJ,0.006593422
ypfM,7.33837E-06
yphC,0.000146349
yphF,0.001396218
yqaB,0.005494027
yqcA,0.004223929
yqcC,0.002912849
yqeF,0.001304421
yqeG,1.09056E-06
yqfB,0.013802593
yqgE,0.014055071
yqgF,0.001773113
yqhC,0.003310593
yqhD,0.073448713
yqiA,0.00083042
yqiB,0.000391802
yqiC,0.028400599
yqjA,0.00151512
yqjC,0.011602128
yqjD,0.172735583
yqjE,0.000304327
yqjG,0.006643973
yqjH,0.020825507
yqjI,0.003280208
yqjK,0
yraP,0.025037052
yraQ,0.000624659
yraR,0.000307196
yrbA,0.007809392
yrbL,0.000468508
yrdA,0.028192185
yrdB,0.005004197
yrdD,0.00010979
yrfF,0.005450206
yrfG,0.002594268
ysgA,0.03325956
ytfB,0.007569749
ytfE,0.000260379
ytfH,0.000474394
ytfJ,0.001499002
ytfL,0.000983681
ytfP,0.022980032
ytfQ,0.00564793
ytfR,3.08696E-05
zapA,0.016961166
zapB,0.172976343
zapD,0.013804151
zapE,0.002294763
zinT,0.001101323
zipA,0.06305617
zntA,0.001475966
zntB,0.000538935
zntR,0.000704607
znuA,0.024293894
znuC,0.001020419
zraP,5.23427E-05
zur ,0.002240171
zwf,0.114016127
